,Name,dist_obj
444,o0835,['K01FJ3C']
445,o0836,[]
446,o0837,[]
447,o0838,[]
448,o0839,[]
449,o0840,[]
450,o0856,"['K00SX1H', 'K01FJ3D']"
451,o0876,[]
452,o0877,[]
453,o0878,[]
454,o0879,[]
455,o0880,[]
456,o0881,"['J99D08F', 'K02PF3O', 'K04D71L']"
457,o0882,[]
458,o0883,[]
459,o0884,[]
460,o0885,[]
461,o0886,[]
462,o0887,"['K02TU1C', 'K05P21N']"
463,o0888,"['K00SX1D', 'K01QT7U', 'K04O12L']"
464,o1105,[]
465,o1214,[]
466,o1546,[]
467,o1581,[]
468,o1585,[]
469,o3273,['K02F36Y']
470,o3858,[]
471,o3883,[]
472,o4555,[]
473,o4847,[]
474,o5412,[]
475,o5446,[]
476,o5447,[]
477,o5448,[]
478,o5476,[]
479,o5477,[]
480,o5478,[]
481,o5624,[]
482,o5679,[]
483,o6028,[]
484,o6121,[]
485,o6439,['K13RF7T']
486,o6479,[]
487,o8338,[]
488,o8770,[]
489,o8788,[]
490,o8792,[]
491,o8823,[]
492,o8869,"['K00SX1F', 'K01XP5F']"
493,p1130,[]
494,p1551,[]
495,p1552,[]
496,p1553,[]
497,p1554,[]
498,p1555,[]
499,p4312,[]
500,p6977,[]
501,p7717,[]
502,p8151,[]
503,q3588,[]
504,q3591,[]
505,q3597,[]
506,q3601,[]
507,q3615,[]
508,q3617,[]
509,q3618,[]
510,q3620,[]
511,q3622,[]
512,q3624,[]
513,q3627,[]
514,q3629,['K01OA8U']
515,q3634,[]
516,q3635,[]
517,q3639,[]
518,q3640,[]
519,q3642,[]
520,q3643,[]
521,q3644,[]
522,q3645,[]
523,q3646,['K22G03Z']
524,q3647,[]
525,q3649,[]
526,q3652,[]
527,q3653,[]
528,q3655,[]
529,q3658,['K02F06X']
530,q3659,[]
531,q3671,[]
532,q3672,[]
533,q3673,[]
534,q3674,[]
535,q3675,[]
536,q3676,[]
537,q3677,[]
538,q3678,"['J99D08E', 'J99K17K', 'K01DA8N', 'K02G33B', 'K02TU1G', 'K13SA0K', 'K15VG8P']"
